Company URL,Company Name,News URL,Source,Notes
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/leveraging-3d-printed-injection-mold-inserts-benefits-and-applications/,Perplexity,Technical blog on leveraging 3D-printed injection mold inserts to reduce lead times and improve precision in tooling at Westec Plastics [web:65]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/injection-molding-defects-causes-and-remedies/,Perplexity,"Educational blog article from Westec Plastics discussing common injection molding defects, causes, and remedies [web:66]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/how-to-achieve-zero-defect-manufacturing-in-injection-molding/,Perplexity,"Westec Plastics blog on achieving near-zero-defect manufacturing through process controls, automation, and 3D-printed tooling [web:82]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/optimizing-high-volume-injection-molding-production-runs/,Perplexity,Westec Plastics blog post on optimizing high-volume injection molding runs using automation and 3D-printed steel mold inserts [web:70]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/injection-molding-industries/,Perplexity,"Industries-served page summarizing Westec Plastics’ custom injection molding work for medical, aerospace, and consumer markets; used here as internal informational content [web:76]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_benefits_of_accreditation.html,Perplexity,"PTA Plastics blog post explaining MedAccred accreditation goals, challenges, and benefits for its medical molding operations [web:71]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_reshoring.html,Perplexity,PTA Plastics blog discussing reshoring motivations and how its Colorado and Connecticut molding facilities support U.S. manufacturing [web:77]
https://www.ptaplastics.com/,PTA Plastics,https://www.ptonline.com/news/pta-plastics-adds-six-injection-molding-machines,Perplexity,"Plastics Technology news article detailing PTA Plastics’ more than $2 million investment in six new injection molding machines split between its Longmont, CO and Oxford, CT plants [web:68][web:74]"
http://1-sourcedesign.com/,1 Source Design,https://sydenhamcurrent.ca/2024/10/24/1-source-design-recognizes-long-serving-employees-in-wallaceburg/,Perplexity,"Local Sydenham Current article on 1 Source Design in Wallaceburg, Ontario recognizing long-serving employees and noting its long history in tool and die manufacturing [web:45]"
http://www.mrmold.com,M.R. Mold & Engineering,https://www.mrmold.com/news,Perplexity,"Internal news and media page aggregating M.R. Mold & Engineering Corp. announcements, project highlights, and trade-show collaborations from Brea, California [web:15]"
http://www.mrmold.com,M.R. Mold & Engineering,https://www.moldmakingtechnology.com/news/mr-mold-engineering-celebrates-40-years-of-moldmaking,Perplexity,MoldMaking Technology article celebrating 40 years of moldmaking at M.R. Mold & Engineering and outlining its growth in silicone and plastic injection tooling [web:42]
http://www.mrmold.com,M.R. Mold & Engineering,https://www.plasticstoday.com/injection-molding/m-r-mold-engineering-to-highlight-silicone-molding-expertise-at-npe,Perplexity,Plastics Today article on M.R. Mold & Engineering showcasing tight-tolerance silicone molding and proprietary cold-runner systems at NPE [web:19]
http://www.prestigemold.com,Prestige Mold,https://www.prestigemold.com/news-a-events.php,Perplexity,"Internal news and events page for Prestige Mold Inc., a Southern California precision moldmaker serving medical and packaging markets [web:21][web:23]"
http://www.prestigemold.com,Prestige Mold,https://www.plasticstoday.com/automation/prestige-mold-invests-1-5m-in-facility-equipment-automation,Perplexity,"Plastics Today item describing Prestige Mold’s approximately $1.5 million investment in facility, equipment, and automation to expand high-precision mold capacity [web:24]"
http://www.source-one.net,Source One,https://sourceonex.com/services/metal-manufacturing/,Perplexity,SourceOne metal manufacturing services page describing precision metal fabrication and machining; treated as internal marketing content rather than stand-alone news [web:32]
http://www.southcoastmold.com,South Coast Mold,https://www.moldmakingtechnology.com/news/south-coast-mold-earns-water-efficiency-and-green-certifications,Perplexity,MoldMaking Technology news item on South Coast Mold earning City of Irvine water-efficiency and green business certifications for its mold manufacturing operations [web:27][web:38]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/,Perplexity,"Blogs & News hub for Westec Plastics Corporation, a Livermore, California custom injection molder and tool builder serving medical and other industries [web:63][web:73]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/innovative-plastic-injection-molding-trends-in-2024/,Perplexity,"Westec Plastics blog post on 2024 injection molding trends, highlighting its use of Mantle’s metal 3D-printed tooling inserts [web:64]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/leveraging-3d-printed-injection-mold-inserts-benefits-and-applications/,Perplexity,Technical blog on leveraging 3D-printed injection mold inserts to reduce lead times and improve precision in tooling at Westec Plastics [web:65]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/injection-molding-defects-causes-and-remedies/,Perplexity,"Educational blog article from Westec Plastics discussing common injection molding defects, causes, and remedies [web:66]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/how-to-achieve-zero-defect-manufacturing-in-injection-molding/,Perplexity,"Westec Plastics blog on achieving near-zero-defect manufacturing through process controls, automation, and 3D-printed tooling [web:82]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/optimizing-high-volume-injection-molding-production-runs/,Perplexity,Westec Plastics blog post on optimizing high-volume injection molding runs using automation and 3D-printed steel mold inserts [web:70]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/injection-molding-industries/,Perplexity,"Industries-served page summarizing Westec Plastics’ custom injection molding work for medical, aerospace, and consumer markets; used here as internal informational content [web:76]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_benefits_of_accreditation.html,Perplexity,"PTA Plastics blog post explaining MedAccred accreditation goals, challenges, and benefits for its medical molding operations [web:71]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_reshoring.html,Perplexity,PTA Plastics blog discussing reshoring motivations and how its Colorado and Connecticut molding facilities support U.S. manufacturing [web:77]
https://www.ptaplastics.com/,PTA Plastics,https://www.ptonline.com/news/pta-plastics-adds-six-injection-molding-machines,Perplexity,"Plastics Technology news article detailing PTA Plastics’ more than $2 million investment in six new injection molding machines split between its Longmont, CO and Oxford, CT plants [web:68][web:74]"
https://wepcoplastics.com/,Wepco Plastics,https://www.additivemanufacturing.media/news/mantle-wepco-plastics-partner-on-3d-printed-tooling-case-study,Perplexity,Additive Manufacturing Magazine case study on Mantle and Wepco Plastics using metal 3D-printed H13 inserts to cut lead time for a cellphone stand mold while achieving production-grade surface finish [web:87]
https://wepcoplastics.com/,Wepco Plastics,https://www.moldmakingtechnology.com/articles/how-eos-helped-a-mold-builder-boost-efficiency-profits-and-growth,Perplexity,"MoldMaking Technology article describing how Wepco Plastics implemented the EOS/Traction operating system to improve on-time delivery, profitability, and support expansion into additional Connecticut manufacturing operations [web:86]"
https://wepcoplastics.com/,Wepco Plastics,https://nationalfund.org/frontline-forward/wepco-plastics/,Perplexity,National Fund for Workforce Solutions profile on Wepco Plastics’ worker-centered safety measures and shift changes during the COVID-19 pandemic [web:90]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-partners-with-sumitomo-shi-demag-to-add-mold-qualification-capacity,Perplexity,MoldMaking Technology news on Westminster Tool partnering with Sumitomo (SHI) Demag to install a 354-ton injection molding machine to expand mold qualification capacity [web:88]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-invests-10-of-revenue-into-new-machining-equipment,Perplexity,MoldMaking Technology article reporting that Westminster Tool invests about 10% of revenue into new hard-machining equipment to boost capacity and enable internal training [web:91]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-run-rigorous-doe-on-new-3d-printed-tool-steels,Perplexity,MoldMaking Technology feature on Westminster Tool’s design-of-experiments work evaluating new 3D-printed tool steels for mold applications [web:99]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-mantle-develop-case-study-for-medical-devices,Perplexity,MoldMaking Technology news about Westminster Tool and Mantle collaborating on a metal AM case study for medical device tooling [web:97]
http://www.westminstertool.com,Westminster Tool,https://mantle3d.com/news/mantle-announces-partnerships-with-westminster-tool-wepco-plastics-precision-laser-technology/,Perplexity,"Mantle Inc. press/news item announcing partnerships with Westminster Tool, Wepco Plastics and Precision Laser Technology to develop metal 3D-printed tooling applications [web:84][web:93]"
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.ptonline.com/articles/ameritech-die-mold-life-in-the-fast-lane,Perplexity,Plastics Technology profile “Life in the Fast Lane” highlighting Ameritech Die & Mold’s specialization in complex Class A automotive molds and its motorsports-related EDM work [web:89]
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.ormondbeach.org/ArchiveCenter/ViewFile/Item/4267,Perplexity,"City of Ormond Beach document describing Ameritech Die & Mold South’s planned 18,000-square-foot expansion at the Ormond Beach Airport Business Park with local economic incentives [web:95]"
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.news-journalonline.com/story/news/2013/02/22/ormond-manufacturer-ameritech-hosts-tour-of-plant/30613891007/,Perplexity,News-Journal article on an Ameritech Die & Mold South plant tour in Ormond Beach showcasing custom molds for automotive and aerospace customers [web:92]
http://www.carsonmold.com,Carson Tool and Mold,https://carsonmold.weebly.com,Perplexity,Alternate company site describing the history of Carson Tool & Mold since 1945 and ownership transitions through 2000; treated as company background content rather than external news [web:105]
http://www.carsonmold.com,Carson Tool and Mold,https://www.mapquest.com/us/georgia/carson-tool-mold-3746271,Perplexity,"MapQuest business listing summarizing Carson Tool & Mold’s role as an ISO-certified precision tool manufacturer producing thermoplastic injection, compression and thermoset molds in Kennesaw, Georgia [web:106]"
http://www.carsonmold.com,Carson Tool and Mold,https://rocketreach.co/carson-tool-mold-inc-profile_b4409ef4fdbe85d3,Perplexity,"RocketReach company profile noting Carson Tool & Mold as one of the oldest moldmakers in the U.S., with thousands of molds built for appliance, electronics, automotive, and medical markets; included here as a brief secondary reference [web:107]"
http://www.atemold.com,American Tool and Engineering,https://www.bloomberg.com/profile/company/0521490D:US,Perplexity,"Bloomberg company profile for American Tool & Engineering Inc. summarizing its mold engineering, design, manufacturing and related services in Iowa; treated as a business reference rather than narrative news [web:110]"
http://www.iowamold.com,Iowa Mold and Engineering,https://www.mapquest.com/us/iowa/iowa-mold-engineering-405116362,Perplexity,"MapQuest listing describing Iowa Mold & Engineering as a Belle Plaine, Iowa provider of product engineering, custom wire EDM and manufacturing services for plastic injection molds [web:109]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/msi-story,Perplexity,"“The MSI Story” page outlining the company’s history since 1971 and its focus on value-added plastic molds for automotive, agriculture, material handling and other industries [web:128]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights,Perplexity,"Resources and Insights hub aggregating MSI Mold Builders articles, case studies and news updates [web:131]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/how-plastic-injection-mold-makers-are-supporting-modern-industries,Perplexity,"MSI article describing how modern injection mold makers support industries such as automotive, medical and material handling through advanced tooling and engineering support [web:134]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/top-challenges-faced-by-mold-manufacturers-in-2024,Perplexity,"MSI Mold Builders insight piece on key 2024 mold-manufacturing challenges, including labor, lead times and cost pressures [web:123]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/new-competitive-advantages,Perplexity,MSI Mold Builders article on identifying new competitive advantages by offering low-volume molding and tooling services to help customers address capacity and labor constraints [web:121]
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.pvpallet.com/news/msi-mold-builders-showcases-pvpallet-series-x-at-north-americas-largest-plastics-show-npe,Perplexity,PVpallet news item describing how MSI Mold Builders engineered and built structural-foam aluminum molds for the reusable Series X pallet and showcased the solution at NPE 2024 [web:125]
http://www.summitmold.com,Summit Mold,https://www.summitmold.com/mission-and-values,Perplexity,Mission & Values page emphasizing Summit Mold’s commitment to quality plastic injection molds and lean manufacturing efficiency [web:140]
http://www.summitmold.com,Summit Mold,https://www.moldmakingtechnology.com/articles/summit-mold-better-not-bigger,Perplexity,MoldMaking Technology feature “Summit Mold: Better Not Bigger” highlighting the company’s ability to build production molds with very short leadtimes using a small in-house team and select subcontractors [web:135]
http://www.summitmold.com,Summit Mold,https://www.bloomberg.com/profile/company/0875312D:US,Perplexity,"Bloomberg profile summarizing Summit Mold Inc. as a builder of plastic injection molds specializing in stack, multi-shot and unwind molds [web:129]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://www.a1toolcorp.com/injection-mold-tooling,Perplexity,"A1 Tool page describing its injection mold and tooling products engineered for precision and durability, including complex high-performance tooling [web:139]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://rocketreach.co/a1-tool-corp-profile_b4477379fad31abc,Perplexity,"RocketReach company profile noting A1 Tool’s reputation for complex, multi-shot, multi-action, stack and tandem injection molds with both domestic and international production [web:130]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://roehrtool.com/portfolio/a-1-tool/,Perplexity,Roehr Tool case study describing A1 Tool’s use of dovetail collapsible cores to solve a complex threaded insert challenge in a production mold [web:136]
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/msi-story,Perplexity,"“The MSI Story” page outlining the company’s history since 1971 and its focus on value-added plastic molds for automotive, agriculture, material handling and other industries [web:128]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights,Perplexity,"Resources and Insights hub aggregating MSI Mold Builders articles, case studies and news updates [web:131]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/how-plastic-injection-mold-makers-are-supporting-modern-industries,Perplexity,"MSI article describing how modern injection mold makers support industries such as automotive, medical and material handling through advanced tooling and engineering support [web:134]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/top-challenges-faced-by-mold-manufacturers-in-2024,Perplexity,"MSI Mold Builders insight piece on key 2024 mold-manufacturing challenges, including labor, lead times and cost pressures [web:123]"
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.msimoldbuilders.com/insights/new-competitive-advantages,Perplexity,MSI Mold Builders article on identifying new competitive advantages by offering low-volume molding and tooling services to help customers address capacity and labor constraints [web:121]
http://www.msimoldbuilders.com,MSI Mold Builders,https://www.pvpallet.com/news/msi-mold-builders-showcases-pvpallet-series-x-at-north-americas-largest-plastics-show-npe,Perplexity,PVpallet news item describing how MSI Mold Builders engineered and built structural-foam aluminum molds for the reusable Series X pallet and showcased the solution at NPE 2024 [web:125]
http://www.summitmold.com,Summit Mold,https://www.summitmold.com/mission-and-values,Perplexity,Mission & Values page emphasizing Summit Mold’s commitment to quality plastic injection molds and lean manufacturing efficiency [web:140]
http://www.summitmold.com,Summit Mold,https://www.moldmakingtechnology.com/articles/summit-mold-better-not-bigger,Perplexity,MoldMaking Technology feature “Summit Mold: Better Not Bigger” highlighting the company’s ability to build production molds with very short leadtimes using a small in-house team and select subcontractors [web:135]
http://www.summitmold.com,Summit Mold,https://www.bloomberg.com/profile/company/0875312D:US,Perplexity,"Bloomberg profile summarizing Summit Mold Inc. as a builder of plastic injection molds specializing in stack, multi-shot and unwind molds [web:129]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://www.a1toolcorp.com/injection-mold-tooling,Perplexity,"A1 Tool page describing its injection mold and tooling products engineered for precision and durability, including complex high-performance tooling [web:139]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://rocketreach.co/a1-tool-corp-profile_b4477379fad31abc,Perplexity,"RocketReach company profile noting A1 Tool’s reputation for complex, multi-shot, multi-action, stack and tandem injection molds with both domestic and international production [web:130]"
http://www.a1toolcorp.com,A1 Tool Corporation,https://roehrtool.com/portfolio/a-1-tool/,Perplexity,Roehr Tool case study describing A1 Tool’s use of dovetail collapsible cores to solve a complex threaded insert challenge in a production mold [web:136]
http://www.alchemyprecision.com,Alchemy Precision,https://alchemyprecision.com/videos/,Perplexity,"Videos page highlighting Alchemy Precision’s membership in the American Mold Builders Association and local chamber, used here as internal promotional content [web:151]"
http://www.alchemyprecision.com,Alchemy Precision,https://alchemyprecision.com/cnc-department/,Perplexity,"CNC Department page outlining Alchemy Precision’s high-speed machining capabilities for mold bases and inserts, including Roeders and Fadal equipment [web:160]"
http://www.angletoolworks.com,Angle Tool Works,https://angletoolworks.com/directions.html,Perplexity,"Company directions/contact page confirming Angle Tool Works’ Burr Ridge, Illinois headquarters and ISO-certified tooling operations for the plastics industry [web:146][web:155]"
http://www.angletoolworks.com,Angle Tool Works,https://www.mapquest.com/us/illinois/angle-tool-works-415609568,Perplexity,"MapQuest listing describing Angle Tool Works as a long-established builder of thermoform tooling, blow molds and precision parts manufacturing in Willowbrook/Burr Ridge, Illinois [web:146]"
http://www.armin-ind.com,Armin Tool and Manufacturing,https://www.facebook.com/story.php/?story_fbid=1036671374532915&id=100045701877169,Perplexity,"Facebook post (mirrored on LinkedIn) announcing that All-Star Tool and Mold is merging into Armin Tool and Manufacturing, expanding Armin’s capabilities and customer base; treated as merger news despite being on social media [web:147][web:153][web:156]"
http://www.armin-ind.com,Armin Tool and Manufacturing,https://www.legalnewsline.com/madison-stclair-record/madison-county-asbestos-jury-docket-6-17-2013/article_4087b103-051f-50cc-a8,Perplexity,Legal Newsline docket listing Armin Tool and Manufacturing Co. among defendants in an asbestos case on the Madison County jury docket; included as a legal/news reference [web:159]
http://1-sourcedesign.com/,1 Source Design,https://sydenhamcurrent.ca/2024/10/24/1-source-design-recognizes-long-serving-employees-in-wallaceburg/,Perplexity,"Local Sydenham Current article on 1 Source Design in Wallaceburg, Ontario recognizing long-serving employees and noting its long history in tool and die manufacturing [web:45]"
http://www.mrmold.com,M.R. Mold & Engineering,https://www.mrmold.com/news,Perplexity,"Internal news and media page aggregating M.R. Mold & Engineering Corp. announcements, project highlights, and trade-show collaborations from Brea, California [web:15]"
http://www.mrmold.com,M.R. Mold & Engineering,https://www.moldmakingtechnology.com/news/mr-mold-engineering-celebrates-40-years-of-moldmaking,Perplexity,MoldMaking Technology article celebrating 40 years of moldmaking at M.R. Mold & Engineering and outlining its growth in silicone and plastic injection tooling [web:42]
http://www.mrmold.com,M.R. Mold & Engineering,https://www.plasticstoday.com/injection-molding/m-r-mold-engineering-to-highlight-silicone-molding-expertise-at-npe,Perplexity,Plastics Today article on M.R. Mold & Engineering showcasing tight-tolerance silicone molding and proprietary cold-runner systems at NPE [web:19]
http://www.prestigemold.com,Prestige Mold,https://www.prestigemold.com/news-a-events.php,Perplexity,"Internal news and events page for Prestige Mold Inc., a Southern California precision moldmaker serving medical and packaging markets [web:21][web:23]"
http://www.prestigemold.com,Prestige Mold,https://www.plasticstoday.com/automation/prestige-mold-invests-1-5m-in-facility-equipment-automation,Perplexity,"Plastics Today item describing Prestige Mold’s approximately $1.5 million investment in facility, equipment, and automation to expand high-precision mold capacity [web:24]"
http://www.source-one.net,Source One,https://sourceonex.com/services/metal-manufacturing/,Perplexity,SourceOne metal manufacturing services page describing precision metal fabrication and machining; treated as internal marketing content rather than stand-alone news [web:32]
http://www.southcoastmold.com,South Coast Mold,https://www.moldmakingtechnology.com/news/south-coast-mold-earns-water-efficiency-and-green-certifications,Perplexity,MoldMaking Technology news item on South Coast Mold earning City of Irvine water-efficiency and green business certifications for its mold manufacturing operations [web:27][web:38]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/,Perplexity,"Blogs & News hub for Westec Plastics Corporation, a Livermore, California custom injection molder and tool builder serving medical and other industries [web:63][web:73]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/innovative-plastic-injection-molding-trends-in-2024/,Perplexity,"Westec Plastics blog post on 2024 injection molding trends, highlighting its use of Mantle’s metal 3D-printed tooling inserts [web:64]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/leveraging-3d-printed-injection-mold-inserts-benefits-and-applications/,Perplexity,Technical blog on leveraging 3D-printed injection mold inserts to reduce lead times and improve precision in tooling at Westec Plastics [web:65]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/injection-molding-defects-causes-and-remedies/,Perplexity,"Educational blog article from Westec Plastics discussing common injection molding defects, causes, and remedies [web:66]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/how-to-achieve-zero-defect-manufacturing-in-injection-molding/,Perplexity,"Westec Plastics blog on achieving near-zero-defect manufacturing through process controls, automation, and 3D-printed tooling [web:82]"
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/blogs-news/optimizing-high-volume-injection-molding-production-runs/,Perplexity,Westec Plastics blog post on optimizing high-volume injection molding runs using automation and 3D-printed steel mold inserts [web:70]
https://www.westecplastics.com,Westec Plastics,https://www.westecplastics.com/injection-molding-industries/,Perplexity,"Industries-served page summarizing Westec Plastics’ custom injection molding work for medical, aerospace, and consumer markets; used here as internal informational content [web:76]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_benefits_of_accreditation.html,Perplexity,"PTA Plastics blog post explaining MedAccred accreditation goals, challenges, and benefits for its medical molding operations [web:71]"
https://www.ptaplastics.com/,PTA Plastics,https://www.ptaplastics.com/blog_post_reshoring.html,Perplexity,PTA Plastics blog discussing reshoring motivations and how its Colorado and Connecticut molding facilities support U.S. manufacturing [web:77]
https://www.ptaplastics.com/,PTA Plastics,https://www.ptonline.com/news/pta-plastics-adds-six-injection-molding-machines,Perplexity,"Plastics Technology news article detailing PTA Plastics’ more than $2 million investment in six new injection molding machines split between its Longmont, CO and Oxford, CT plants [web:68][web:74]"
https://wepcoplastics.com/,Wepco Plastics,https://www.additivemanufacturing.media/news/mantle-wepco-plastics-partner-on-3d-printed-tooling-case-study,Perplexity,Additive Manufacturing Magazine case study on Mantle and Wepco Plastics using metal 3D-printed H13 inserts to cut lead time for a cellphone stand mold while achieving production-grade surface finish [web:87]
https://wepcoplastics.com/,Wepco Plastics,https://www.moldmakingtechnology.com/articles/how-eos-helped-a-mold-builder-boost-efficiency-profits-and-growth,Perplexity,"MoldMaking Technology article describing how Wepco Plastics implemented the EOS/Traction operating system to improve on-time delivery, profitability, and support expansion into additional Connecticut manufacturing operations [web:86]"
https://wepcoplastics.com/,Wepco Plastics,https://nationalfund.org/frontline-forward/wepco-plastics/,Perplexity,National Fund for Workforce Solutions profile on Wepco Plastics’ worker-centered safety measures and shift changes during the COVID-19 pandemic [web:90]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-partners-with-sumitomo-shi-demag-to-add-mold-qualification-capacity,Perplexity,MoldMaking Technology news on Westminster Tool partnering with Sumitomo (SHI) Demag to install a 354-ton injection molding machine to expand mold qualification capacity [web:88]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-invests-10-of-revenue-into-new-machining-equipment,Perplexity,MoldMaking Technology article reporting that Westminster Tool invests about 10% of revenue into new hard-machining equipment to boost capacity and enable internal training [web:91]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-run-rigorous-doe-on-new-3d-printed-tool-steels,Perplexity,MoldMaking Technology feature on Westminster Tool’s design-of-experiments work evaluating new 3D-printed tool steels for mold applications [web:99]
http://www.westminstertool.com,Westminster Tool,https://www.moldmakingtechnology.com/news/westminster-tool-mantle-develop-case-study-for-medical-devices,Perplexity,MoldMaking Technology news about Westminster Tool and Mantle collaborating on a metal AM case study for medical device tooling [web:97]
http://www.westminstertool.com,Westminster Tool,https://mantle3d.com/news/mantle-announces-partnerships-with-westminster-tool-wepco-plastics-precision-laser-technology/,Perplexity,"Mantle Inc. press/news item announcing partnerships with Westminster Tool, Wepco Plastics and Precision Laser Technology to develop metal 3D-printed tooling applications [web:84][web:93]"
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.ptonline.com/articles/ameritech-die-mold-life-in-the-fast-lane,Perplexity,Plastics Technology profile “Life in the Fast Lane” highlighting Ameritech Die & Mold’s specialization in complex Class A automotive molds and its motorsports-related EDM work [web:89]
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.ormondbeach.org/ArchiveCenter/ViewFile/Item/4267,Perplexity,"City of Ormond Beach document describing Ameritech Die & Mold South’s planned 18,000-square-foot expansion at the Ormond Beach Airport Business Park with local economic incentives [web:95]"
https://www.amdiemold.com/,Ameritech Die & Mold,https://www.news-journalonline.com/story/news/2013/02/22/ormond-manufacturer-ameritech-hosts-tour-of-plant/30613891007/,Perplexity,News-Journal article on an Ameritech Die & Mold South plant tour in Ormond Beach showcasing custom molds for automotive and aerospace customers [web:92]
http://www.carsonmold.com,Carson Tool and Mold,https://carsonmold.weebly.com,Perplexity,Alternate company site describing the history of Carson Tool & Mold since 1945 and ownership transitions through 2000; treated as company background content rather than external news [web:105]
http://www.carsonmold.com,Carson Tool and Mold,https://www.mapquest.com/us/georgia/carson-tool-mold-3746271,Perplexity,"MapQuest business listing summarizing Carson Tool & Mold’s role as an ISO-certified precision tool manufacturer producing thermoplastic injection, compression and thermoset molds in Kennesaw, Georgia [web:106]"
